Tabela/View;Campo;Propriedade;Português do Brasil (Nativo);Espanhol
E000IPC;VLRICM;3;Valor do ICMS do item da nota fiscal de entrada;Valor ICMS del artículo de factura entrante
E000IPC;VLRICS;1;Vlr. ICMS Subst.;Vlr. Subst. ICMS.
E000IPC;VLRICS;2;Valor ICMS Substituído;Valor ICMS reemplazado
E000IPC;VLRICS;3;Valor do ICMS substituído do item da nota fiscal de entrada;Valor ICMS reemplazado del artículo de factura entrante
E000IPC;VLRIDF;1;Vlr. ICMS Diferido;Vlr. ICMS diferido
E000IPC;VLRIDF;2;Valor ICMS Diferido;Valor ICMS diferido
E000IPC;VLRIDF;3;Valor do ICMS diferido do item;Valor ICMS diferido del artículo
E000IPC;VLRIEF;1;Vlr. ICMS Ent. Fut.;Vlr. ICMS Ent. Fut.
E000IPC;VLRIEF;2;Valor ICMS Entrega Futura;Valor ICMS para entrega futura
E000IPC;VLRIEF;3;Valores do ICMS para entrega futura;Valores ICMS para entrega futura
E000IPC;VLRIIC;1;Vlr. Isentas ICMS;Vlr. exento de ICMS
E000IPC;VLRIIC;2;Valor Isentas/Outros ICMS;Valor exento/Otro ICMS
E000IPC;VLRIIC;3;Valor isentas ICMS;Valor exento de ICMS
E000IPC;VLRIIM;1;Vlr. II;Vlr. II
E000IPC;VLRIIM;2;Valor II;Valor II
E000IPC;VLRIIM;3;Valor do imposto de importação do item da nota fiscal de entrada;Valor del impuesto de importación del artículo de la factura
E000IPC;VLRIIP;1;Vlr. Isentas IPI;Vlr. IPI exento
E000IPC;VLRIIP;2;Valor Isentas/Outras IPI;Valor exento/Otro IPI
E000IPC;VLRIIP;3;Valor isentas IPI;Valor exento del IPI
E000IPC;VLRIMP;1;Vlr. Importado;Vlr. Importado
E000IPC;VLRIMP;2;Valor Importado;Valor importado
E000IPC;VLRIMP;3;Valor da parcela importada do exterior;Valor de la porción importada del exterior
E000IPC;VLRIPD;1;Vlr. IPI Pres.;Vlr. Presidente del IPI.
E000IPC;VLRIPD;2;Valor IPI Presumido;Valor presunto del IPI
E000IPC;VLRIPD;3;Valor do IPI presumido (50% compra no comércio);Valor presunto del IPI (50% comprado en el comercio)
E000IPC;VLRIPI;1;Vlr. IPI;Vlr. IPI
E000IPC;VLRIPI;2;Valor IPI;valor IPI
E000IPC;VLRIPI;3;Valor do IPI do item da nota fiscal de entrada;Valor IPI del artículo de factura entrante
E000IPC;VLRIRF;1;Vlr. IRRF;Vlr. IRRF
E000IPC;VLRIRF;2;Valor IRRF;Valor IRRF
E000IPC;VLRIRF;3;Valor do IRRF;valor IRRF
E000IPC;VLRISD;1;Vlr. ICMS Subst. Dest.;Vlr. Subst. ICMS. Destino
E000IPC;VLRISD;2;Valor ICMS Substituído Destacado;Valor ICMS reemplazado resaltado
E000IPC;VLRISD;3;Valor ICMS substituído destacado;Valor ICMS reemplazado resaltado
E000IPC;VLRISN;1;Vlr. ICMS Simp. Nac.;Vlr. ICMS simple. Nac.
E000IPC;VLRISN;2;Valor ICMS Simples Nacional;Valor Nacional ICMS Simple
E000IPC;VLRISN;3;Valor do ICMS Simples Nacional do item da nota fiscal de entrada;ICMS Simples Nacional valor de la partida de factura entrante
E000IPC;VLRLIQ;1;Líquido;Líquido
E000IPC;VLRLIQ;2;Valor Líquido;Valor neto
E000IPC;VLRLIQ;3;Valor líquido do item da nota fiscal de entrada;Valor neto del artículo de la factura de proveedores
E000IPC;VLRLOU;1;Vlr. Outros;Vlr. Otros
E000IPC;VLRLOU;2;Valor Outros;Valorar a los demás
E000IPC;VLRLOU;3;Valor dos outros valores;Valor de otros valores
E000IPC;VLRLPR;1;Vlr. Prod.;Vlr. Pinchar.
E000IPC;VLRLPR;2;Valor Produto;Valor del producto
E000IPC;VLRLPR;3;Valor do produto;Valor del producto
E000IPC;VLROIC;1;Vlr. Outros ICMS;Vlr. Otros ICMS
E000IPC;VLROIC;2;Valor Outros ICMS;Valor Otros ICMS
E000IPC;VLROIC;3;Valor outros ICMS;Otro valor ICMS
E000IPC;VLROIP;1;Vlr. Outras IPI;Vlr. Otra información de identificación personal
E000IPC;VLROIP;2;Valor Outras IPI;Valor Otro IPI
E000IPC;VLROIP;3;Valor outras IPI;Otro valor del IPI
E000IPC;VLROUD;1;Vlr. Outras Dest.;Vlr. Otros destinos
E000IPC;VLROUD;2;Valor Outras Despesas Destacado;Valor Otros Gastos Destacados
E000IPC;VLROUD;3;Valor outras despesas destacado;Valor de otros gastos destacados
E000IPC;VLROUI;1;Valor Outras Despesas Importação;Valor Otros Gastos de Importación
E000IPC;VLROUI;2;Valor Outras Despesas Importação;Valor Otros Gastos de Importación
E000IPC;VLROUI;3;Valor de outras despesas de importação;Valor de otros gastos de importación
E000IPC;VLROUR;1;Vlr. Out.Retenções;Vlr. Oct.Retenciones
E000IPC;VLROUR;2;Valor Outras Retenções;Importe Otras Retenciones
E000IPC;VLROUR;3;Valor de Outras Retenções;Valor de Otras Retenciones
E000IPC;VLROUT;1;Vlr. Outras;Vlr. Otros
E000IPC;VLROUT;2;Valor Outras Despesas;Valorar Otros Gastos
E000IPC;VLROUT;3;Valor outras despesas;Valor de otros gastos
E000IPC;VLRPIF;1;Vlr. PIS Fat.;Vlr. PIS Grasa.
E000IPC;VLRPIF;2;Valor PIS Faturamento (Est. Dev.);Valor de facturación PIS (Desv. est.)
E000IPC;VLRPIF;3;Valor do PIS Faturamento (Estorno devolução);Valor de facturación PIS (reembolso)
E000IPC;VLRPIS;1;Vlr. PIS a Recuperar;Vlr. PIS a recuperar
E000IPC;VLRPIS;2;Valor PIS a Recuperar;Valor PIS a recuperar
E000IPC;VLRPIS;3;Valor do PIS a recuperar do item da nota fiscal de entrada;Valor PIS a recuperar del artículo de factura entrante
E000IPC;VLRPIT;1;Vlr. PIS Retido;Vlr. PIS retenido
E000IPC;VLRPIT;2;Valor PIS Retido;Valor PIS retenido
E000IPC;VLRPIT;3;Soma dos valores do PIS retido;Suma de valores PIS retenidos
E000IPC;VLRRIS;1;Vlr.Ret.ICMS Subst.;Vlr.Ret.ICMS Subst.
E000IPC;VLRRIS;2;Valor Retenção ICMS Substituto;Sustituir el valor de retención del ICMS
E000IPC;VLRRIS;3;Valor de retenção de ICMS Substituto;Sustituir el valor de retención del ICMS
E000IPC;VLRSEG;1;Vlr. Seg.;Vlr. Lun.
E000IPC;VLRSEG;2;Valor Seguro;Valor seguro
E000IPC;VLRSEG;3;Valor do seguro;Precio del seguro
E000IPC;VLRSEI;1;Valor Seguro Importação;Valor del seguro de importación
E000IPC;VLRSEI;2;Valor Seguro Importação;Valor del seguro de importación
E000IPC;VLRSEI;3;Valor de seguro de importação;Valor del seguro de importación
E000IPC;VLRSEN;1;Vlr. Senar;Vlr. Sennar
E000IPC;VLRSEN;2;Valor Senar;Valor Senar
E000IPC;VLRSEN;3;Valor do Senar;Valor del Senar
E000IPC;VLRSTC;1;Vlr. Subst. Trib. COFINS;Vlr. Sust. tribu. COFINES
E000IPC;VLRSTC;2;Valor Substituição Tributária COFINS;Valor de Reemplazo del Impuesto COFINS
E000IPC;VLRSTC;3;Valor da substituição tributária do COFINS;Valor de reposición del impuesto COFINS
E000IPC;VLRSTP;1;Vlr. Subst. Trib. PIS;Vlr. Sust. tribu. PIS
E000IPC;VLRSTP;2;Valor Substituição Tributária PIS;Valor de Reemplazo del Impuesto PIS
E000IPC;VLRSTP;3;Valor da substituição tributária do PIS;Valor de reposición del impuesto PIS
E000IPC;VLRSUB;1;Valor do Subsídio;Valor del subsidio
E000IPC;VLRSUB;2;Valor do Subsídio;Valor del subsidio
E000IPC;VLRSUB;3;Valor do subsídio na nota fiscal de compra;Valor del subsidio en la factura de compra.
E000IPC_FLT;CODDER;1;Deriv.;Derivado.
E000IPC_FLT;CODDER;2;Derivação;Derivación
E000IPC_FLT;CODDER;3;Código da derivação do produto da nota fiscal de entrada;Código de derivación del producto de la factura entrante
E000IPC_FLT;CODEMP;1;Empresa;Empresa
E000IPC_FLT;CODEMP;2;Empresa;Empresa
E000IPC_FLT;CODEMP;3;Código da empresa;Codigo de compañia
E000IPC_FLT;CODFIL;1;Filial;Subsidiaria
E000IPC_FLT;CODFIL;2;Filial;Subsidiaria
E000IPC_FLT;CODFIL;3;Código da filial;Código de sucursal
E000IPC_FLT;CODFOR;1;Forn.;Forn.
E000IPC_FLT;CODFOR;2;Fornecedor;Proveedor
E000IPC_FLT;CODFOR;3;Código do fornecedor da nota fiscal de entrada;Código de proveedor de factura entrante
E000IPC_FLT;CODPRO;1;Produto;Producto
E000IPC_FLT;CODPRO;2;Produto;Producto
E000IPC_FLT;CODPRO;3;Código do produto da nota fiscal de entrada;Código de producto de factura entrante
E000IPC_FLT;NUMINT;1;Documento Integrado;Documento Integrado
E000IPC_FLT;NUMINT;2;Documento Integrado;Documento Integrado
E000IPC_FLT;NUMINT;3;Número do Documento Externo (Integrado);Número de documento externo (integrado)
E000IPC_FLT;PESBRU;1;Peso Bruto;Peso bruto
E000IPC_FLT;PESBRU;2;Peso Bruto;Peso bruto
E000IPC_FLT;PESBRU;3;Peso bruto do item da nota fiscal de entrada;Peso bruto del artículo facturado
E000IPC_FLT;PESLIQ;1;Peso Líq.;Peso neto
E000IPC_FLT;PESLIQ;2;Peso Líquido;Peso neto
E000IPC_FLT;PESLIQ;3;Peso líquido do item da nota fiscal de entrada;Peso neto del artículo de la factura de proveedores
E000IPC_FLT;PREUNI;1;Preço Uni. NF;Precio único. NF
E000IPC_FLT;PREUNI;2;Preço Unitário NF;Precio unitario NF
E000IPC_FLT;PREUNI;3;Preço unitário do item da nota fiscal de entrada;Precio unitario del artículo de la factura de proveedores
E000IPC_FLT;QTDREC;1;Qtd. Rec. Nota Fiscal;Cant. Rec. Nota fiscal
E000IPC_FLT;QTDREC;2;Qtde Recebida Nota Fiscal;Cantidad de factura recibida
E000IPC_FLT;QTDREC;3;Quantidade recebida do item da nota fiscal de entrada;Cantidad recibida del artículo de la factura de proveedores
E000IPC_FLT;SEQIPC;1;Seq.;Sec.
E000IPC_FLT;SEQIPC;2;Sequência;Secuencia
E000IPC_FLT;SEQIPC;3;Sequência do item na nota fiscal de entrada;Secuencia de artículos en la factura de proveedores
E000IPC_FLT;VLRLIQ;1;Líquido;Líquido
E000IPC_FLT;VLRLIQ;2;Valor Líquido;Valor neto
E000IPC_FLT;VLRLIQ;3;Valor líquido do item da nota fiscal de entrada;Valor neto del artículo de la factura de proveedores
E000IPF;CODEMP;1;Empresa;Empresa
E000IPF;CODEMP;2;Empresa;Empresa
E000IPF;CODEMP;3;Código da empresa;Codigo de compañia
E000IPF;CODFIL;1;Filial;Subsidiaria
E000IPF;CODFIL;2;Filial;Subsidiaria
E000IPF;CODFIL;3;Código da filial;Código de sucursal
E000IPF;CODPER;1;Códido do Perfil;Código de perfil
E000IPF;CODPER;2;Códido do Perfil;Código de perfil
E000IPF;CODPER;3;Códido do Perfil;Código de perfil
E000IPF;SEQINT;1;Num. Sequencial;Numero secuencial
E000IPF;SEQINT;2;Num. Sequencial;Numero secuencial
E000IPF;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000IPR;ALIEFE;1;Alíq. Efetiva;Alíc. Efectiva
E000IPR;ALIEFE;2;Alíq. Efetiva;Alíc. Efectiva
E000IPR;ALIEFE;3;Alíquota Efetiva;Alícuota Efectiva
E000IPR;ALIIMP;1;% Alíquota;% Alícuota
E000IPR;ALIIMP;2;% Alíquota;% Alícuota
E000IPR;ALIIMP;3;Percentual da Alíquota;Porcentaje de la Alícuota
E000IPR;BASCAL;1;Base Cálculo;Base Cálculo
E000IPR;BASCAL;2;Base Cálculo;Base Cálculo
E000IPR;BASCAL;3;Base Cálculo;Base Cálculo
E000IPR;CGCFIL;1;CNPJ;CNPJ*
E000IPR;CGCFIL;2;CNPJ;CNPJ*
E000IPR;CGCFIL;3;Número do cadastro nacional de pessoa jurídica da filial da empresa;Número de identificación tributaria de la sucursal de la empresa
E000IPR;CGCFOR;1;CNPJ/CPF;CNPJ*/CPF*
E000IPR;CGCFOR;2;CNPJ/CPF;CNPJ*/CPF*
E000IPR;CGCFOR;3;Número do CNPJ ou CPF do fornecedor;Número de CNPJ* o CPF* del proveedor
E000IPR;CHVNEL;1;Chv.NF-e;Clv.FE
E000IPR;CHVNEL;2;Chave Nota Fiscal Eletrônica;Clave Factura Electrónica
E000IPR;CHVNEL;3;Chave de acesso da nota fiscal eletrônica;Clave de acceso de la factura electrónica
E000IPR;CODIMP;1;Cód. Imposto;Cód. Impuesto
E000IPR;CODIMP;2;Código Imposto;Código Impuesto
E000IPR;CODIMP;3;Código do imposto;Código del impuesto
E000IPR;CODPCI;1;Cód. Interno;Cód. Interno
E000IPR;CODPCI;2;Cód. Interno;Cód. Interno
E000IPR;CODPCI;3;Código Interno;Código Interno
E000IPR;CONSUS;1;Cond. Suspensiva;Cond. Suspensiva
E000IPR;CONSUS;2;Condição Suspensiva;Condición Suspensiva
E000IPR;CONSUS;3;Crédito presumido em condição suspensiva;Crédito presumido en condición suspensiva
E000IPR;DEDCRE;1;Deduz Créd. Pres.;Deduce Créd. Pres.
E000IPR;DEDCRE;2;Deduz Créd. Pres. Valor Total;Deduce Créd. Pres. Valor Total
E000IPR;DEDCRE;3;Deduz o valor do crédito presumido do valor total;Deduce el valor del crédito presumido del valor total
E000IPR;DOCIDEFIL;1;CNPJ;CNPJ*
E000IPR;DOCIDEFIL;2;CNPJ;CNPJ*
E000IPR;DOCIDEFIL;3;Número do cadastro nacional de pessoa jurídica da filial da empresa;Número de identificación tributaria de la sucursal de la empresa
E000IPR;DOCIDEFOR;1;CNPJ/CPF;CNPJ*/CPF*
E000IPR;DOCIDEFOR;2;CNPJ/CPF;CNPJ*/CPF*
E000IPR;DOCIDEFOR;3;Número do CNPJ ou CPF do fornecedor;Número de CNPJ* o CPF* del proveedor
E000IPR;IDESCR;1;Ident. cClassTrib;Ident. cClassTrib
E000IPR;IDESCR;2;Identificador cClassTrib;Identificador cClassTrib
E000IPR;IDESCR;3;Identificador do cClassTrib;Identificador del cClassTrib
E000IPR;IDESTR;1;cClassTrib Trib.Reg.;cClassTrib Trib.Reg.
E000IPR;IDESTR;2;cClassTrib Tributação Regular;cClassTrib Tributación Regular
E000IPR;IDESTR;3;cClassTrib de Trib. Regular caso não cumprida condição resolutiva/suspensiva;cClassTrib de Trib. Regular en caso de no cumplirse condición resolutiva/suspensiva
E000IPR;PERDES;1;% Trib. Regular;% Trib. Regular
E000IPR;PERDES;2;% Trib. Regular;% Trib. Regular
E000IPR;PERDES;3;Percentual de Tributação Regular;Porcentaje de Tributación Regular
E000IPR;PERDIF;1;% Diferimento;% Diferimiento
E000IPR;PERDIF;2;% Diferimento;% Diferimiento
E000IPR;PERDIF;3;Percentual de Diferimento;Porcentaje de Diferimiento
E000IPR;PERPCI;1;% Créd. Presumido;% Créd. Presumido
E000IPR;PERPCI;2;% Crédito Presumido;% Crédito Presumido
E000IPR;PERPCI;3;Percentual do crédito presumido;Porcentaje del crédito presumido
E000IPR;PERRED;1;% Redução;% Reducción
E000IPR;PERRED;2;% Redução;% Reducción
E000IPR;PERRED;3;Percentual de Redução;Porcentaje de Reducción
E000IPR;SEQIPC;1;Seq.;Sec.
E000IPR;SEQIPC;2;Sequência;Secuencia
E000IPR;SEQIPC;3;Sequência do item na nota fiscal de entrada;Secuencia del ítem en la factura electrónica de entrada
E000IPR;VLRDES;1;Valor Trib. Regular;Valor Trib. Regular
E000IPR;VLRDES;2;Valor Trib. Regular;Valor Trib. Regular
E000IPR;VLRDES;3;Valor de Tributação Regular;Valor de Tributación Regular
E000IPR;VLRDIF;1;Valor Diferimento;Valor Diferimiento
E000IPR;VLRDIF;2;Valor Diferimento;Valor Diferimiento
E000IPR;VLRDIF;3;Valor Diferimento;Valor Diferimiento
E000IPR;VLRIMP;1;Valor Imposto;Valor Impuesto
E000IPR;VLRIMP;2;Valor Imposto;Valor Impuesto
E000IPR;VLRIMP;3;Valor Imposto;Valor Impuesto
E000IPR;VLRPCI;1;Valor Créd. Presumido;Valor Créd. Presumido
E000IPR;VLRPCI;2;Valor Crédito Presumido;Valor Crédito Presumido
E000IPR;VLRPCI;3;Valor do crédito presumido;Valor del crédito presumido
E000IPV;CODEMP;1;Empresa;Empresa
E000IPV;CODEMP;2;Empresa;Empresa
E000IPV;CODEMP;3;Código da empresa;Codigo de compañia
E000IPV;CODFIL;1;Filial;Subsidiaria
E000IPV;CODFIL;2;Filial;Subsidiaria
E000IPV;CODFIL;3;Código da filial;Código de sucursal
E000IPV;NUMPDV;1;Nº PDV;POS No.
E000IPV;NUMPDV;2;Número do PDV;Número de punto de venta
E000IPV;NUMPDV;3;Número sequencial do PDV;Número de secuencia del punto de venta
E000IPV;SEQINT;1;Num. Sequencial;Numero secuencial
E000IPV;SEQINT;2;Num. Sequencial;Numero secuencial
E000IPV;SEQINT;3;Número sequencial dos registros de integração;Número secuencial de registros de integración
E000ISC;ACRFIN;1;Acrésc.;Suma.
E000ISC;ACRFIN;2;Acréscimo;Suma
E000ISC;ACRFIN;3;Valor de Acréscimo Financeiro;Valor de aumento financiero
E000ISC;AECIPI;1;Alíq. Vl. IPI Cr.Ef.;Aliq. Vl. IPI Cr.Ef.
E000ISC;AECIPI;2;Alíquota por Valor de IPI Creditado Efetivamente;Tasa por valor del IPI efectivamente acreditado
E000ISC;AECIPI;3;Alíquota por Valor de IPI Creditado Efetivamente;Tasa por valor del IPI efectivamente acreditado
E000ISC;ALICFF;1;Alíq Vlr COFINS Fat;Grasa Alíq Vlr COFINS
E000ISC;ALICFF;2;Alíquota Valor COFINS Fat. (Est. Dev.);Tarifa Valor Grasa COFINS. (Desarrollo est.)
E000ISC;ALICFF;3;Alíquota por Valor do COFINS por faturamento (Estorno devolução);Tarifa por COFINS Valor por facturación (Devolución de devolución)
E000ISC;ALICOF;1;Alíq. Valor COFINS Rec.;Aliq. COFINS Valor rec.
E000ISC;ALICOF;2;Alíquota Valor COFINS Recuperar;Recuperación de Tasa de Valor COFINS
E000ISC;ALICOF;3;Alíquota por Valor do COFINS a recuperar;Tasa por COFINS Valor a recuperar
E000ISC;ALIFCP;1;% FCP;% FCP
E000ISC;ALIFCP;2;Alíquota ICMS FCP;Tasa FCP de ICMS
E000ISC;ALIFCP;3;Alíquota do ICMS para fundo de combate à pobreza;Tasa ICMS para fondo de lucha contra la pobreza
E000ISC;ALIIPI;1;Alíq. Valor IPI;Aliq. valor IPI
E000ISC;ALIIPI;2;Alíquota Valor IPI;Tasa de valor del IPI
E000ISC;ALIIPI;3;Alíquota por Valor do IPI;Tasa por valor del IPI
E000ISC;ALIPIF;1;Alíq. Valor PIS Fat.;Aliq. PIS Valor de grasa.
E000ISC;ALIPIF;2;Alíquota Valor PIS Fat. (Est. Dev.);Tarifa Valor PIS Grasa. (Desarrollo est.)
E000ISC;ALIPIF;3;Alíquota por valor do PIS por faturamento (Estorno devolução);Tarifa por valor de PIS por facturación (Reembolso de devolución)
E000ISC;ALIPIS;1;Alíq. Valor PIS Rec.;Aliq. Valor PIS Rec.
E000ISC;ALIPIS;2;Alíquota Valor PIS Recuperar;Tasa de valor de recuperación de PIS
E000ISC;ALIPIS;3;Alíquota por Valor do PIS a recuperar;Tarifa por PIS Valor a recuperar
E000ISC;AREFCP;1;% FCP Ret. Ant. ST;% de retirada de FCP. Hormiga. CALLE
E000ISC;AREFCP;2;Alíquota do FCP Retido Ant. por Subst. Trib.;Tasa de FCP retenido Ant. por Subst. tribu.
E000ISC;AREFCP;3;Alíquota do fundo de combate à pobreza retido anteriormente por subst. trib.;Tasa del fondo de lucha contra la pobreza previamente retenida por la subst. tribu.
E000ISC;ASTFCP;1;% FCP Ret. ST;% de retirada de FCP. CALLE
E000ISC;ASTFCP;2;Alíquota do FCP Retido por Substituição Tributária;Tasa FCP retenida para reemplazo de impuestos
E000ISC;ASTFCP;3;Alíquota do fundo de combate à pobreza retido por substituição tributária;Tasa del fondo de lucha contra la pobreza retenida por sustitución de impuestos
E000ISC;BASCRE;1;Base Cálc. Créd.;Base de cálculo. Crédito.
E000ISC;BASCRE;2;Base Cálculo Crédito;Base de Cálculo de Crédito
E000ISC;BASCRE;3;Código da base de cálculo do crédito;Código base de cálculo del crédito
E000ISC;BASFCP;1;Base FCP;Base FCP
E000ISC;BASFCP;2;Base de Cálculo do FCP;Base de cálculo del FCP
E000ISC;BASFCP;3;Base de cálculo do fundo de combate à pobreza;Base de cálculo del fondo de lucha contra la pobreza
E000ISC;BASIDF;1;Base ICMS Diferido;Base ICMS diferida
E000ISC;BASIDF;2;Base ICMS Diferido;Base ICMS diferida
E000ISC;BASIDF;3;Valor base do ICMS diferido;Valor base del ICMS diferido
E000ISC;BASIEF;1;Base ICMS Ent. Fut.;Base ICMS Ent. Fut.
E000ISC;BASIEF;2;Base ICMS Entrega Futura;Base de entrega futura de ICMS
E000ISC;BASIEF;3;Valor base do ICMS para entrega futura;Valor base ICMS para entrega futura
E000ISC;BCOIMP;1;Valor Base Cofins a Recuperar Importação;Valor base de Cofins que se recuperará para la importación
E000ISC;BCOIMP;2;Base/Valor Cofins a Recuperar Importação;Base/Cofins Valor a Recuperar Importación
E000ISC;BCOIMP;3;Valor base do cofins a recuperar na importação;Valor base de las ataúdes que se recuperará en el momento de la importación
E000ISC;BECICM;1;Valor Base ICMS Cred. Efetivamente;Valor Base Crédito ICMS. Efectivamente
E000ISC;BECICM;2;Base/Valor ICMS Cred. Efetivamente;Crédito ICMS Base/Valor. Efectivamente
E000ISC;BECICM;3;Valor base de ICMS creditado efetivamente;Valor base del ICMS efectivamente acreditado
E000ISC;BECIPI;1;Valor Base IPI Cred. Efetivamente;Valor base del crédito del IPI. Efectivamente
E000ISC;BECIPI;2;Base/Valor IPI Cred. Efetivamente;Base/Valor Cred. IPI Efectivamente
E000ISC;BECIPI;3;Valor base de IPI creditado efetivamente;Valor base del IPI efectivamente acreditado
E000ISC;BEMPRI;1;Cód. Bem Principal;Código bueno principal
E000ISC;BEMPRI;2;Código do Bem Principal;Código del Bien Principal
E000ISC;BEMPRI;3;Código do bem principal;Código de activo principal
E000ISC;BPIIMP;1;Valor Base Pis a Recuperar Importação;Valor base del Pis que se recuperará mediante la importación
E000ISC;BPIIMP;2;Base/Valor Pis a Recuperar Importação;Valor Base/Pis a Recuperar Importación
E000ISC;BPIIMP;3;Valor base do pis a recuperar na importação;Valor base del pis que se recuperará en el momento de la importación
E000ISC;BREFCP;1;Base FCP Ret. Ant ST;Base FCP Retiro. hormiga ST
E000ISC;BREFCP;2;Base de Cálculo do FCP Retido Ant por Subst. Trib.;Base de cálculo del FCP retenido por hormiga por subst. tribu.
E000ISC;BREFCP;3;Base de cálculo do fundo de combate à pobreza retido ant. por subst. trib.;Base de cálculo del fondo de lucha contra la pobreza retenido por hormigas. por sust. tribu.
E000ISC;BSTFCP;1;Base FCP Ret. ST;Base FCP Retiro. CALLE
E000ISC;BSTFCP;2;Base de Cálculo do FCP Retiro por Subst. Trib.;Base de cálculo de retiro de FCP por subst. tribu.
E000ISC;BSTFCP;3;Base de cálculo do fundo de combate à pobreza retido por substituição tributária;Base de cálculo del fondo de lucha contra la pobreza retenido mediante sustitución de impuestos
E000ISC;CBFRBC;1;Ben. Fiscal Red. Base;Ben. Impuesto Rojo. Base
E000ISC;CBFRBC;2;Cód. de Ben. Fiscal redução base cálculo;El código de Ben. Cálculo de la base de reducción de impuestos
E000ISC;CBFRBC;3;Código de Benefício Fiscal de redução de base de cálculo;Código de beneficio fiscal por reducción de la base de cálculo
